area_code,area_name,date,cum_cases
E09000030,Tower Hamlets,2020-03-30,195
E09000031,Waltham Forest,2020-03-30,196
E09000032,Wandsworth,2020-03-30,314
E09000033,Westminster,2020-03-30,241
E10000002,Buckinghamshire,2020-03-30,140
E10000003,Cambridgeshire,2020-03-30,109
E10000006,Cumbria,2020-03-30,340
E10000007,Derbyshire,2020-03-30,225
E10000008,Devon,2020-03-30,101
E10000011,East Sussex,2020-03-30,45
E10000012,Essex,2020-03-30,301
E10000013,Gloucestershire,2020-03-30,109
E10000014,Hampshire,2020-03-30,498
E10000015,Hertfordshire,2020-03-30,339
E10000016,Kent,2020-03-30,296
E10000017,Lancashire,2020-03-30,278
E10000018,Leicestershire,2020-03-30,146
E10000019,Lincolnshire,2020-03-30,78
E10000020,Norfolk,2020-03-30,133
E10000021,Northamptonshire,2020-03-30,153
E10000023,North Yorkshire,2020-03-30,108
E10000024,Nottinghamshire,2020-03-30,216
E10000025,Oxfordshire,2020-03-30,165
E10000027,Somerset,2020-03-30,46
E10000028,Staffordshire,2020-03-30,256
E10000029,Suffolk,2020-03-30,100
E10000030,Surrey,2020-03-30,358
E10000031,Warwickshire,2020-03-30,148
E10000032,West Sussex,2020-03-30,113
E10000034,Worcestershire,2020-03-30,146
Unconfirmed,Unconfirmed,2020-03-31,814
E06000001,Hartlepool,2020-03-31,12
E06000002,Middlesbrough,2020-03-31,44
E06000003,Redcar and Cleveland,2020-03-31,43
E06000004,Stockton-on-Tees,2020-03-31,47
E06000005,Darlington,2020-03-31,23
E06000006,Halton,2020-03-31,25
E06000007,Warrington,2020-03-31,32
E06000008,Blackburn with Darwen,2020-03-31,20
E06000009,Blackpool,2020-03-31,18
E06000010,"Kingston upon Hull, City of",2020-03-31,11
E06000011,East Riding of Yorkshire,2020-03-31,38
E06000012,North East Lincolnshire,2020-03-31,21
E06000013,North Lincolnshire,2020-03-31,17
E06000014,York,2020-03-31,32
E06000015,Derby,2020-03-31,122
E06000016,Leicester,2020-03-31,89
E06000017,Rutland,2020-03-31,3
E06000018,Nottingham,2020-03-31,100
E06000019,"Herefordshire, County of",2020-03-31,35
E06000020,Telford and Wrekin,2020-03-31,40
E06000021,Stoke-on-Trent,2020-03-31,37
E06000022,Bath and North East Somerset,2020-03-31,41
E06000023,"Bristol, City of",2020-03-31,103
E06000024,North Somerset,2020-03-31,40
E06000025,South Gloucestershire,2020-03-31,66
E06000026,Plymouth,2020-03-31,50
E06000027,Torbay,2020-03-31,36
E06000030,Swindon,2020-03-31,29
E06000031,Peterborough,2020-03-31,36
E06000032,Luton,2020-03-31,86
E06000033,Southend-on-Sea,2020-03-31,39
E06000034,Thurrock,2020-03-31,54
E06000035,Medway,2020-03-31,78
E06000036,Bracknell Forest,2020-03-31,21
E06000037,West Berkshire,2020-03-31,43
E06000038,Reading,2020-03-31,29
E06000039,Slough,2020-03-31,73
E06000040,Windsor and Maidenhead,2020-03-31,49
E06000041,Wokingham,2020-03-31,24
E06000042,Milton Keynes,2020-03-31,106
E06000043,Brighton and Hove,2020-03-31,44
E06000044,Portsmouth,2020-03-31,78
E06000045,Southampton,2020-03-31,76
E06000046,Isle of Wight,2020-03-31,13
E06000047,County Durham,2020-03-31,120
E06000049,Cheshire East,2020-03-31,74
E06000050,Cheshire West and Chester,2020-03-31,54
E06000051,Shropshire,2020-03-31,85
E06000052,Cornwall and Isles of Scilly,2020-03-31,81
E06000054,Wiltshire,2020-03-31,83
E06000055,Bedford,2020-03-31,60
E06000056,Central Bedfordshire,2020-03-31,78
E06000057,Northumberland,2020-03-31,76
E06000058,"Bournemouth, Christchurch and Poole",2020-03-31,51
E06000059,Dorset,2020-03-31,54
E08000001,Bolton,2020-03-31,48
E08000002,Bury,2020-03-31,72
E08000003,Manchester,2020-03-31,126
E08000004,Oldham,2020-03-31,108
E08000005,Rochdale,2020-03-31,89
E08000006,Salford,2020-03-31,127
E08000007,Stockport,2020-03-31,101
E08000008,Tameside,2020-03-31,69
E08000009,Trafford,2020-03-31,96
E08000010,Wigan,2020-03-31,65
E08000011,Knowsley,2020-03-31,42
E08000012,Liverpool,2020-03-31,217
E08000013,St. Helens,2020-03-31,61
E08000014,Sefton,2020-03-31,73
E08000015,Wirral,2020-03-31,69
E08000016,Barnsley,2020-03-31,100
E08000017,Doncaster,2020-03-31,56
E08000018,Rotherham,2020-03-31,78
E08000019,Sheffield,2020-03-31,451
E08000021,Newcastle upon Tyne,2020-03-31,201
E08000022,North Tyneside,2020-03-31,76
E08000023,South Tyneside,2020-03-31,33
E08000024,Sunderland,2020-03-31,93
E08000025,Birmingham,2020-03-31,650
E08000026,Coventry,2020-03-31,108
E08000027,Dudley,2020-03-31,149
E08000028,Sandwell,2020-03-31,158
E08000029,Solihull,2020-03-31,117
E08000030,Walsall,2020-03-31,176
E08000031,Wolverhampton,2020-03-31,183
E08000032,Bradford,2020-03-31,80
E08000033,Calderdale,2020-03-31,44
E08000034,Kirklees,2020-03-31,84
E08000035,Leeds,2020-03-31,150
E08000036,Wakefield,2020-03-31,72
E08000037,Gateshead,2020-03-31,65
E09000002,Barking and Dagenham,2020-03-31,125
E09000003,Barnet,2020-03-31,130
E09000004,Bexley,2020-03-31,137
E09000005,Brent,2020-03-31,384
E09000006,Bromley,2020-03-31,295
E09000007,Camden,2020-03-31,143
E09000008,Croydon,2020-03-31,344
E09000009,Ealing,2020-03-31,317
E09000010,Enfield,2020-03-31,174
E09000011,Greenwich,2020-03-31,200
E09000012,Hackney and City of London,2020-03-31,213
E09000013,Hammersmith and Fulham,2020-03-31,168
E09000014,Haringey,2020-03-31,161
E09000015,Harrow,2020-03-31,302
E09000016,Havering,2020-03-31,127
E09000017,Hillingdon,2020-03-31,209
E09000018,Hounslow,2020-03-31,195
E09000019,Islington,2020-03-31,161
E09000020,Kensington and Chelsea,2020-03-31,180
E09000021,Kingston upon Thames,2020-03-31,99
E09000022,Lambeth,2020-03-31,418
E09000023,Lewisham,2020-03-31,275
E09000024,Merton,2020-03-31,186
E09000025,Newham,2020-03-31,287
E09000026,Redbridge,2020-03-31,177
E09000027,Richmond upon Thames,2020-03-31,123
E09000028,Southwark,2020-03-31,415
E09000029,Sutton,2020-03-31,115
E09000030,Tower Hamlets,2020-03-31,225
E09000031,Waltham Forest,2020-03-31,230
E09000032,Wandsworth,2020-03-31,337
E09000033,Westminster,2020-03-31,269
E10000002,Buckinghamshire,2020-03-31,147
E10000003,Cambridgeshire,2020-03-31,129
E10000006,Cumbria,2020-03-31,380
E10000007,Derbyshire,2020-03-31,257
E10000008,Devon,2020-03-31,121
E10000011,East Sussex,2020-03-31,73
E10000012,Essex,2020-03-31,380
E10000013,Gloucestershire,2020-03-31,156
E10000014,Hampshire,2020-03-31,567
E10000015,Hertfordshire,2020-03-31,396
E10000016,Kent,2020-03-31,383
E10000017,Lancashire,2020-03-31,313
E10000018,Leicestershire,2020-03-31,170
E10000019,Lincolnshire,2020-03-31,104
E10000020,Norfolk,2020-03-31,148
E10000021,Northamptonshire,2020-03-31,170
E10000023,North Yorkshire,2020-03-31,122
E10000024,Nottinghamshire,2020-03-31,218
E10000025,Oxfordshire,2020-03-31,198
E10000027,Somerset,2020-03-31,54
E10000028,Staffordshire,2020-03-31,281
E10000029,Suffolk,2020-03-31,116
E10000030,Surrey,2020-03-31,387
E10000031,Warwickshire,2020-03-31,161
E10000032,West Sussex,2020-03-31,146
E10000034,Worcestershire,2020-03-31,170
Unconfirmed,Unconfirmed,2020-04-01,882
E06000001,Hartlepool,2020-04-01,15
E06000002,Middlesbrough,2020-04-01,59
E06000003,Redcar and Cleveland,2020-04-01,51
E06000004,Stockton-on-Tees,2020-04-01,60
E06000005,Darlington,2020-04-01,24
E06000006,Halton,2020-04-01,32
E06000007,Warrington,2020-04-01,40
E06000008,Blackburn with Darwen,2020-04-01,25
E06000009,Blackpool,2020-04-01,27
E06000010,"Kingston upon Hull, City of",2020-04-01,14
E06000011,East Riding of Yorkshire,2020-04-01,46
E06000012,North East Lincolnshire,2020-04-01,23
E06000013,North Lincolnshire,2020-04-01,23
E06000014,York,2020-04-01,35
E06000015,Derby,2020-04-01,143
E06000016,Leicester,2020-04-01,101
E06000017,Rutland,2020-04-01,4
E06000018,Nottingham,2020-04-01,120
E06000019,"Herefordshire, County of",2020-04-01,40
E06000020,Telford and Wrekin,2020-04-01,48
E06000021,Stoke-on-Trent,2020-04-01,55
E06000022,Bath and North East Somerset,2020-04-01,45
E06000023,"Bristol, City of",2020-04-01,117
E06000024,North Somerset,2020-04-01,42
E06000025,South Gloucestershire,2020-04-01,76
E06000026,Plymouth,2020-04-01,56
E06000027,Torbay,2020-04-01,42
E06000030,Swindon,2020-04-01,31
E06000031,Peterborough,2020-04-01,36
E06000032,Luton,2020-04-01,91
E06000033,Southend-on-Sea,2020-04-01,44
E06000034,Thurrock,2020-04-01,62
E06000035,Medway,2020-04-01,98
E06000036,Bracknell Forest,2020-04-01,35
E06000037,West Berkshire,2020-04-01,63
E06000038,Reading,2020-04-01,66
E06000039,Slough,2020-04-01,115
E06000040,Windsor and Maidenhead,2020-04-01,75
E06000041,Wokingham,2020-04-01,67
E06000042,Milton Keynes,2020-04-01,117
E06000043,Brighton and Hove,2020-04-01,49
E06000044,Portsmouth,2020-04-01,79
E06000045,Southampton,2020-04-01,100
E06000046,Isle of Wight,2020-04-01,14
E06000047,County Durham,2020-04-01,131
E06000049,Cheshire East,2020-04-01,76
E06000050,Cheshire West and Chester,2020-04-01,65
E06000051,Shropshire,2020-04-01,102
E06000052,Cornwall and Isles of Scilly,2020-04-01,99
E06000054,Wiltshire,2020-04-01,93
E06000055,Bedford,2020-04-01,60
E06000056,Central Bedfordshire,2020-04-01,81
E06000057,Northumberland,2020-04-01,92
E06000058,"Bournemouth, Christchurch and Poole",2020-04-01,58
E06000059,Dorset,2020-04-01,62
E08000001,Bolton,2020-04-01,51
E08000002,Bury,2020-04-01,75
E08000003,Manchester,2020-04-01,155
E08000004,Oldham,2020-04-01,114
E08000005,Rochdale,2020-04-01,94
E08000006,Salford,2020-04-01,129
E08000007,Stockport,2020-04-01,107
E08000008,Tameside,2020-04-01,77
E08000009,Trafford,2020-04-01,104
E08000010,Wigan,2020-04-01,67
E08000011,Knowsley,2020-04-01,53
E08000012,Liverpool,2020-04-01,262
E08000013,St. Helens,2020-04-01,72
E08000014,Sefton,2020-04-01,86
E08000015,Wirral,2020-04-01,83
E08000016,Barnsley,2020-04-01,122
E08000017,Doncaster,2020-04-01,79
E08000018,Rotherham,2020-04-01,107
E08000019,Sheffield,2020-04-01,541
E08000021,Newcastle upon Tyne,2020-04-01,225
E08000022,North Tyneside,2020-04-01,87
E08000023,South Tyneside,2020-04-01,44
E08000024,Sunderland,2020-04-01,109
E08000025,Birmingham,2020-04-01,734
E08000026,Coventry,2020-04-01,127
E08000027,Dudley,2020-04-01,157
E08000028,Sandwell,2020-04-01,186
E08000029,Solihull,2020-04-01,126
E08000030,Walsall,2020-04-01,198
E08000031,Wolverhampton,2020-04-01,208
E08000032,Bradford,2020-04-01,95
E08000033,Calderdale,2020-04-01,54
E08000034,Kirklees,2020-04-01,101
E08000035,Leeds,2020-04-01,192
E08000036,Wakefield,2020-04-01,79
E08000037,Gateshead,2020-04-01,80
E09000002,Barking and Dagenham,2020-04-01,130
E09000003,Barnet,2020-04-01,468
E09000004,Bexley,2020-04-01,147
E09000005,Brent,2020-04-01,506
E09000006,Bromley,2020-04-01,321
E09000007,Camden,2020-04-01,212
E09000008,Croydon,2020-04-01,380
E09000009,Ealing,2020-04-01,350
E09000010,Enfield,2020-04-01,240
E09000011,Greenwich,2020-04-01,205
E09000012,Hackney and City of London,2020-04-01,221
E09000013,Hammersmith and Fulham,2020-04-01,177
E09000014,Haringey,2020-04-01,194
E09000015,Harrow,2020-04-01,347
E09000016,Havering,2020-04-01,133
E09000017,Hillingdon,2020-04-01,222
E09000018,Hounslow,2020-04-01,214
E09000019,Islington,2020-04-01,174
E09000020,Kensington and Chelsea,2020-04-01,191
E09000021,Kingston upon Thames,2020-04-01,108
E09000022,Lambeth,2020-04-01,462
E09000023,Lewisham,2020-04-01,285
E09000024,Merton,2020-04-01,208
E09000025,Newham,2020-04-01,330
E09000026,Redbridge,2020-04-01,196
E09000027,Richmond upon Thames,2020-04-01,142
E09000028,Southwark,2020-04-01,474
E09000029,Sutton,2020-04-01,142
E09000030,Tower Hamlets,2020-04-01,241
E09000031,Waltham Forest,2020-04-01,260
E09000032,Wandsworth,2020-04-01,360
E09000033,Westminster,2020-04-01,301
E10000002,Buckinghamshire,2020-04-01,195
E10000003,Cambridgeshire,2020-04-01,141
E10000006,Cumbria,2020-04-01,425
E10000007,Derbyshire,2020-04-01,307
E10000008,Devon,2020-04-01,128
E10000011,East Sussex,2020-04-01,84
E10000012,Essex,2020-04-01,420
E10000013,Gloucestershire,2020-04-01,172
E10000014,Hampshire,2020-04-01,652
E10000015,Hertfordshire,2020-04-01,480
E10000016,Kent,2020-04-01,455
E10000017,Lancashire,2020-04-01,368
E10000018,Leicestershire,2020-04-01,187
E10000019,Lincolnshire,2020-04-01,133
E10000020,Norfolk,2020-04-01,180
E10000021,Northamptonshire,2020-04-01,187
E10000023,North Yorkshire,2020-04-01,149
E10000024,Nottinghamshire,2020-04-01,275
E10000025,Oxfordshire,2020-04-01,234
E10000027,Somerset,2020-04-01,63
E10000028,Staffordshire,2020-04-01,329
E10000029,Suffolk,2020-04-01,125
E10000030,Surrey,2020-04-01,571
E10000031,Warwickshire,2020-04-01,190
E10000032,West Sussex,2020-04-01,160
E10000034,Worcestershire,2020-04-01,201
Unconfirmed,Unconfirmed,2020-04-02,1022
E06000001,Hartlepool,2020-04-02,17
E06000002,Middlesbrough,2020-04-02,74
E06000003,Redcar and Cleveland,2020-04-02,55
E06000004,Stockton-on-Tees,2020-04-02,70
E06000005,Darlington,2020-04-02,30
E06000006,Halton,2020-04-02,41
E06000007,Warrington,2020-04-02,65
E06000008,Blackburn with Darwen,2020-04-02,37
E06000009,Blackpool,2020-04-02,28
E06000010,"Kingston upon Hull, City of",2020-04-02,18
E06000011,East Riding of Yorkshire,2020-04-02,56
E06000012,North East Lincolnshire,2020-04-02,23
E06000013,North Lincolnshire,2020-04-02,24
E06000014,York,2020-04-02,36
E06000015,Derby,2020-04-02,167
E06000016,Leicester,2020-04-02,107
E06000017,Rutland,2020-04-02,5
E06000018,Nottingham,2020-04-02,125
E06000019,"Herefordshire, County of",2020-04-02,47
E06000020,Telford and Wrekin,2020-04-02,51
E06000021,Stoke-on-Trent,2020-04-02,61
E06000022,Bath and North East Somerset,2020-04-02,52
E06000023,"Bristol, City of",2020-04-02,137
E06000024,North Somerset,2020-04-02,50
E06000025,South Gloucestershire,2020-04-02,91
E06000026,Plymouth,2020-04-02,60
E06000027,Torbay,2020-04-02,49
E06000030,Swindon,2020-04-02,40
E06000031,Peterborough,2020-04-02,37
E06000032,Luton,2020-04-02,115
E06000033,Southend-on-Sea,2020-04-02,71
E06000034,Thurrock,2020-04-02,79
E06000035,Medway,2020-04-02,110
E06000036,Bracknell Forest,2020-04-02,36
E06000037,West Berkshire,2020-04-02,66
E06000038,Reading,2020-04-02,67
E06000039,Slough,2020-04-02,117
E06000040,Windsor and Maidenhead,2020-04-02,75
E06000041,Wokingham,2020-04-02,67
E06000042,Milton Keynes,2020-04-02,127
E06000043,Brighton and Hove,2020-04-02,50
E06000044,Portsmouth,2020-04-02,83
E06000045,Southampton,2020-04-02,105
E06000046,Isle of Wight,2020-04-02,17
E06000047,County Durham,2020-04-02,165
E06000049,Cheshire East,2020-04-02,102
E06000050,Cheshire West and Chester,2020-04-02,97
E06000051,Shropshire,2020-04-02,106
E06000052,Cornwall and Isles of Scilly,2020-04-02,114
E06000054,Wiltshire,2020-04-02,105
E06000055,Bedford,2020-04-02,72
E06000056,Central Bedfordshire,2020-04-02,99
E06000057,Northumberland,2020-04-02,119
E06000058,"Bournemouth, Christchurch and Poole",2020-04-02,58
E06000059,Dorset,2020-04-02,73
E08000001,Bolton,2020-04-02,69
E08000002,Bury,2020-04-02,87
E08000003,Manchester,2020-04-02,195
E08000004,Oldham,2020-04-02,125
E08000005,Rochdale,2020-04-02,105
E08000006,Salford,2020-04-02,158
E08000007,Stockport,2020-04-02,140
E08000008,Tameside,2020-04-02,94
E08000009,Trafford,2020-04-02,126
E08000010,Wigan,2020-04-02,91
E08000011,Knowsley,2020-04-02,79
E08000012,Liverpool,2020-04-02,309
E08000013,St. Helens,2020-04-02,112
E08000014,Sefton,2020-04-02,119
E08000015,Wirral,2020-04-02,111
E08000016,Barnsley,2020-04-02,134
E08000017,Doncaster,2020-04-02,95
E08000018,Rotherham,2020-04-02,129
E08000019,Sheffield,2020-04-02,602
E08000021,Newcastle upon Tyne,2020-04-02,252
E08000022,North Tyneside,2020-04-02,113
E08000023,South Tyneside,2020-04-02,53
E08000024,Sunderland,2020-04-02,131
E08000025,Birmingham,2020-04-02,852
E08000026,Coventry,2020-04-02,155
E08000027,Dudley,2020-04-02,194
E08000028,Sandwell,2020-04-02,215
E08000029,Solihull,2020-04-02,141
E08000030,Walsall,2020-04-02,231
E08000031,Wolverhampton,2020-04-02,222
E08000032,Bradford,2020-04-02,118
E08000033,Calderdale,2020-04-02,60
E08000034,Kirklees,2020-04-02,114
E08000035,Leeds,2020-04-02,203
E08000036,Wakefield,2020-04-02,95
E08000037,Gateshead,2020-04-02,95
E09000002,Barking and Dagenham,2020-04-02,141
E09000003,Barnet,2020-04-02,510
E09000004,Bexley,2020-04-02,190
E09000005,Brent,2020-04-02,559
E09000006,Bromley,2020-04-02,366
E09000007,Camden,2020-04-02,225
E09000008,Croydon,2020-04-02,437
E09000009,Ealing,2020-04-02,385
E09000010,Enfield,2020-04-02,264
E09000011,Greenwich,2020-04-02,247
E09000012,Hackney and City of London,2020-04-02,266
E09000013,Hammersmith and Fulham,2020-04-02,188
E09000014,Haringey,2020-04-02,211
E09000015,Harrow,2020-04-02,378
E09000016,Havering,2020-04-02,142
E09000017,Hillingdon,2020-04-02,250
E09000018,Hounslow,2020-04-02,234
E09000019,Islington,2020-04-02,188
E09000020,Kensington and Chelsea,2020-04-02,208
E09000021,Kingston upon Thames,2020-04-02,127
E09000022,Lambeth,2020-04-02,508
E09000023,Lewisham,2020-04-02,346
E09000024,Merton,2020-04-02,235
E09000025,Newham,2020-04-02,370
E09000026,Redbridge,2020-04-02,212
E09000027,Richmond upon Thames,2020-04-02,155
E09000028,Southwark,2020-04-02,516
E09000029,Sutton,2020-04-02,176
E09000030,Tower Hamlets,2020-04-02,259
E09000031,Waltham Forest,2020-04-02,290
E09000032,Wandsworth,2020-04-02,397
E09000033,Westminster,2020-04-02,311
E10000002,Buckinghamshire,2020-04-02,212
E10000003,Cambridgeshire,2020-04-02,166
E10000006,Cumbria,2020-04-02,512
E10000007,Derbyshire,2020-04-02,342
E10000008,Devon,2020-04-02,147
E10000011,East Sussex,2020-04-02,95
E10000012,Essex,2020-04-02,517
E10000013,Gloucestershire,2020-04-02,208
E10000014,Hampshire,2020-04-02,699
E10000015,Hertfordshire,2020-04-02,582
E10000016,Kent,2020-04-02,531
E10000017,Lancashire,2020-04-02,463
E10000018,Leicestershire,2020-04-02,201
E10000019,Lincolnshire,2020-04-02,153
E10000020,Norfolk,2020-04-02,207
E10000021,Northamptonshire,2020-04-02,220
E10000023,North Yorkshire,2020-04-02,163
E10000024,Nottinghamshire,2020-04-02,298
E10000025,Oxfordshire,2020-04-02,277
E10000027,Somerset,2020-04-02,68
E10000028,Staffordshire,2020-04-02,372
E10000029,Suffolk,2020-04-02,157
E10000030,Surrey,2020-04-02,618
E10000031,Warwickshire,2020-04-02,235
E10000032,West Sussex,2020-04-02,172
E10000034,Worcestershire,2020-04-02,221
Unconfirmed,Unconfirmed,2020-04-03,1151
E06000001,Hartlepool,2020-04-03,23
E06000002,Middlesbrough,2020-04-03,92
E06000003,Redcar and Cleveland,2020-04-03,64
E06000004,Stockton-on-Tees,2020-04-03,77
E06000005,Darlington,2020-04-03,32
E06000006,Halton,2020-04-03,51
E06000007,Warrington,2020-04-03,82
E06000008,Blackburn with Darwen,2020-04-03,43
E06000009,Blackpool,2020-04-03,41
E06000010,"Kingston upon Hull, City of",2020-04-03,21
E06000011,East Riding of Yorkshire,2020-04-03,72
E06000012,North East Lincolnshire,2020-04-03,29
E06000013,North Lincolnshire,2020-04-03,29
E06000014,York,2020-04-03,57
E06000015,Derby,2020-04-03,187
E06000016,Leicester,2020-04-03,149
E06000017,Rutland,2020-04-03,6
E06000018,Nottingham,2020-04-03,161
E06000019,"Herefordshire, County of",2020-04-03,51
E06000020,Telford and Wrekin,2020-04-03,62
E06000021,Stoke-on-Trent,2020-04-03,76
E06000022,Bath and North East Somerset,2020-04-03,52
E06000023,"Bristol, City of",2020-04-03,156
E06000024,North Somerset,2020-04-03,58
E06000025,South Gloucestershire,2020-04-03,104
E06000026,Plymouth,2020-04-03,71
E06000027,Torbay,2020-04-03,51
E06000030,Swindon,2020-04-03,44
E06000031,Peterborough,2020-04-03,48
E06000032,Luton,2020-04-03,116
E06000033,Southend-on-Sea,2020-04-03,76
E06000034,Thurrock,2020-04-03,83
E06000035,Medway,2020-04-03,116
E06000036,Bracknell Forest,2020-04-03,36
E06000037,West Berkshire,2020-04-03,69
E06000038,Reading,2020-04-03,67
E06000039,Slough,2020-04-03,117
E06000040,Windsor and Maidenhead,2020-04-03,76
E06000041,Wokingham,2020-04-03,69
E06000042,Milton Keynes,2020-04-03,141
E06000043,Brighton and Hove,2020-04-03,71
E06000044,Portsmouth,2020-04-03,85
E06000045,Southampton,2020-04-03,128
E06000046,Isle of Wight,2020-04-03,19
E06000047,County Durham,2020-04-03,198
E06000049,Cheshire East,2020-04-03,111
E06000050,Cheshire West and Chester,2020-04-03,116
E06000051,Shropshire,2020-04-03,120
E06000052,Cornwall and Isles of Scilly,2020-04-03,125
E06000054,Wiltshire,2020-04-03,110
E06000055,Bedford,2020-04-03,74
E06000056,Central Bedfordshire,2020-04-03,99
E06000057,Northumberland,2020-04-03,142
E06000058,"Bournemouth, Christchurch and Poole",2020-04-03,74
E06000059,Dorset,2020-04-03,80
E08000001,Bolton,2020-04-03,80
E08000002,Bury,2020-04-03,102
E08000003,Manchester,2020-04-03,224
E08000004,Oldham,2020-04-03,149
E08000005,Rochdale,2020-04-03,126
E08000006,Salford,2020-04-03,190
E08000007,Stockport,2020-04-03,156
E08000008,Tameside,2020-04-03,109
E08000009,Trafford,2020-04-03,139
E08000010,Wigan,2020-04-03,110
E08000011,Knowsley,2020-04-03,89
E08000012,Liverpool,2020-04-03,342
E08000013,St. Helens,2020-04-03,122
E08000014,Sefton,2020-04-03,142
E08000015,Wirral,2020-04-03,130
E08000016,Barnsley,2020-04-03,154
E08000017,Doncaster,2020-04-03,116
E08000018,Rotherham,2020-04-03,154
E08000019,Sheffield,2020-04-03,715
E08000021,Newcastle upon Tyne,2020-04-03,284
E08000022,North Tyneside,2020-04-03,133
E08000023,South Tyneside,2020-04-03,56
E08000024,Sunderland,2020-04-03,152
E08000025,Birmingham,2020-04-03,984
E08000026,Coventry,2020-04-03,188
E08000027,Dudley,2020-04-03,226
E08000028,Sandwell,2020-04-03,252
E08000029,Solihull,2020-04-03,164
E08000030,Walsall,2020-04-03,270
E08000031,Wolverhampton,2020-04-03,251
E08000032,Bradford,2020-04-03,135
E08000033,Calderdale,2020-04-03,69
E08000034,Kirklees,2020-04-03,142
E08000035,Leeds,2020-04-03,219
E08000036,Wakefield,2020-04-03,105
E08000037,Gateshead,2020-04-03,108
E09000002,Barking and Dagenham,2020-04-03,178
E09000003,Barnet,2020-04-03,547
E09000004,Bexley,2020-04-03,217
E09000005,Brent,2020-04-03,601
E09000006,Bromley,2020-04-03,405
E09000007,Camden,2020-04-03,244
E09000008,Croydon,2020-04-03,497
E09000009,Ealing,2020-04-03,414
E09000010,Enfield,2020-04-03,282
E09000011,Greenwich,2020-04-03,277
E09000012,Hackney and City of London,2020-04-03,298
E09000013,Hammersmith and Fulham,2020-04-03,207
E09000014,Haringey,2020-04-03,233
E09000015,Harrow,2020-04-03,401
E09000016,Havering,2020-04-03,183
E09000017,Hillingdon,2020-04-03,274
E09000018,Hounslow,2020-04-03,253
E09000019,Islington,2020-04-03,210
E09000020,Kensington and Chelsea,2020-04-03,222
E09000021,Kingston upon Thames,2020-04-03,140
E09000022,Lambeth,2020-04-03,563
E09000023,Lewisham,2020-04-03,401
E09000024,Merton,2020-04-03,262
E09000025,Newham,2020-04-03,409
E09000026,Redbridge,2020-04-03,247
E09000027,Richmond upon Thames,2020-04-03,167
E09000028,Southwark,2020-04-03,566
E09000029,Sutton,2020-04-03,197
E09000030,Tower Hamlets,2020-04-03,287
E09000031,Waltham Forest,2020-04-03,309
E09000032,Wandsworth,2020-04-03,434
E09000033,Westminster,2020-04-03,322
E10000002,Buckinghamshire,2020-04-03,222
E10000003,Cambridgeshire,2020-04-03,172
E10000006,Cumbria,2020-04-03,564
E10000007,Derbyshire,2020-04-03,383
E10000008,Devon,2020-04-03,163
E10000011,East Sussex,2020-04-03,129
E10000012,Essex,2020-04-03,547
E10000013,Gloucestershire,2020-04-03,224
E10000014,Hampshire,2020-04-03,749
E10000015,Hertfordshire,2020-04-03,637
E10000016,Kent,2020-04-03,621
E10000017,Lancashire,2020-04-03,536
E10000018,Leicestershire,2020-04-03,267
E10000019,Lincolnshire,2020-04-03,182
E10000020,Norfolk,2020-04-03,225
E10000021,Northamptonshire,2020-04-03,264
E10000023,North Yorkshire,2020-04-03,193
E10000024,Nottinghamshire,2020-04-03,336
E10000025,Oxfordshire,2020-04-03,315
E10000027,Somerset,2020-04-03,72
E10000028,Staffordshire,2020-04-03,439
E10000029,Suffolk,2020-04-03,161
E10000030,Surrey,2020-04-03,649
E10000031,Warwickshire,2020-04-03,279
E10000032,West Sussex,2020-04-03,199
E10000034,Worcestershire,2020-04-03,277
Unconfirmed,Unconfirmed,2020-04-04,1305
E06000001,Hartlepool,2020-04-04,23
E06000002,Middlesbrough,2020-04-04,111
E06000003,Redcar and Cleveland,2020-04-04,75
E06000004,Stockton-on-Tees,2020-04-04,81
E06000005,Darlington,2020-04-04,32
E06000006,Halton,2020-04-04,61
E06000007,Warrington,2020-04-04,97
E06000008,Blackburn with Darwen,2020-04-04,52
E06000009,Blackpool,2020-04-04,50
E06000010,"Kingston upon Hull, City of",2020-04-04,28
E06000011,East Riding of Yorkshire,2020-04-04,78
E06000012,North East Lincolnshire,2020-04-04,36
E06000013,North Lincolnshire,2020-04-04,43
E06000014,York,2020-04-04,57
E06000015,Derby,2020-04-04,194
E06000016,Leicester,2020-04-04,159
E06000017,Rutland,2020-04-04,6
E06000018,Nottingham,2020-04-04,161
E06000019,"Herefordshire, County of",2020-04-04,57
E06000020,Telford and Wrekin,2020-04-04,70
E06000021,Stoke-on-Trent,2020-04-04,80
E06000022,Bath and North East Somerset,2020-04-04,58
E06000023,"Bristol, City of",2020-04-04,166
E06000024,North Somerset,2020-04-04,66
E06000025,South Gloucestershire,2020-04-04,113
E06000026,Plymouth,2020-04-04,71
E06000027,Torbay,2020-04-04,53
E06000030,Swindon,2020-04-04,49
E06000031,Peterborough,2020-04-04,48
E06000032,Luton,2020-04-04,128
E06000033,Southend-on-Sea,2020-04-04,76
E06000034,Thurrock,2020-04-04,83
E06000035,Medway,2020-04-04,144
E06000036,Bracknell Forest,2020-04-04,45
E06000037,West Berkshire,2020-04-04,74
E06000038,Reading,2020-04-04,79
E06000039,Slough,2020-04-04,129
E06000040,Windsor and Maidenhead,2020-04-04,88
E06000041,Wokingham,2020-04-04,83
E06000042,Milton Keynes,2020-04-04,149
