area_code,area_name,date,cum_cases
E06000049,Cheshire East,2020-03-26,31
E06000050,Cheshire West and Chester,2020-03-26,24
E06000051,Shropshire,2020-03-26,44
E06000052,Cornwall and Isles of Scilly,2020-03-26,43
E06000054,Wiltshire,2020-03-26,43
E06000055,Bedford,2020-03-26,10
E06000056,Central Bedfordshire,2020-03-26,28
E06000057,Northumberland,2020-03-26,23
E06000058,"Bournemouth, Christchurch and Poole",2020-03-26,15
E06000059,Dorset,2020-03-26,25
E08000001,Bolton,2020-03-26,25
E08000002,Bury,2020-03-26,27
E08000003,Manchester,2020-03-26,55
E08000004,Oldham,2020-03-26,48
E08000005,Rochdale,2020-03-26,38
E08000006,Salford,2020-03-26,52
E08000007,Stockport,2020-03-26,48
E08000008,Tameside,2020-03-26,40
E08000009,Trafford,2020-03-26,46
E08000010,Wigan,2020-03-26,16
E08000011,Knowsley,2020-03-26,12
E08000012,Liverpool,2020-03-26,72
E08000013,St. Helens,2020-03-26,17
E08000014,Sefton,2020-03-26,24
E08000015,Wirral,2020-03-26,22
E08000016,Barnsley,2020-03-26,27
E08000017,Doncaster,2020-03-26,21
E08000018,Rotherham,2020-03-26,30
E08000019,Sheffield,2020-03-26,240
E08000021,Newcastle upon Tyne,2020-03-26,80
E08000022,North Tyneside,2020-03-26,27
E08000023,South Tyneside,2020-03-26,10
E08000024,Sunderland,2020-03-26,27
E08000025,Birmingham,2020-03-26,290
E08000026,Coventry,2020-03-26,35
E08000027,Dudley,2020-03-26,60
E08000028,Sandwell,2020-03-26,65
E08000029,Solihull,2020-03-26,29
E08000030,Walsall,2020-03-26,78
E08000031,Wolverhampton,2020-03-26,103
E08000032,Bradford,2020-03-26,23
E08000033,Calderdale,2020-03-26,9
E08000034,Kirklees,2020-03-26,24
E08000035,Leeds,2020-03-26,67
E08000036,Wakefield,2020-03-26,24
E08000037,Gateshead,2020-03-26,12
E09000002,Barking and Dagenham,2020-03-26,72
E09000003,Barnet,2020-03-26,103
E09000004,Bexley,2020-03-26,77
E09000005,Brent,2020-03-26,228
E09000006,Bromley,2020-03-26,149
E09000007,Camden,2020-03-26,85
E09000008,Croydon,2020-03-26,181
E09000009,Ealing,2020-03-26,165
E09000010,Enfield,2020-03-26,110
E09000011,Greenwich,2020-03-26,118
E09000012,Hackney and City of London,2020-03-26,119
E09000013,Hammersmith and Fulham,2020-03-26,94
E09000014,Haringey,2020-03-26,91
E09000015,Harrow,2020-03-26,167
E09000016,Havering,2020-03-26,70
E09000017,Hillingdon,2020-03-26,103
E09000018,Hounslow,2020-03-26,112
E09000019,Islington,2020-03-26,96
E09000020,Kensington and Chelsea,2020-03-26,110
E09000021,Kingston upon Thames,2020-03-26,42
E09000022,Lambeth,2020-03-26,248
E09000023,Lewisham,2020-03-26,144
E09000024,Merton,2020-03-26,108
E09000025,Newham,2020-03-26,109
E09000026,Redbridge,2020-03-26,89
E09000027,Richmond upon Thames,2020-03-26,55
E09000028,Southwark,2020-03-26,253
E09000029,Sutton,2020-03-26,54
E09000030,Tower Hamlets,2020-03-26,93
E09000031,Waltham Forest,2020-03-26,95
E09000032,Wandsworth,2020-03-26,204
E09000033,Westminster,2020-03-26,172
E10000002,Buckinghamshire,2020-03-26,66
E10000003,Cambridgeshire,2020-03-26,47
E10000006,Cumbria,2020-03-26,176
E10000007,Derbyshire,2020-03-26,139
E10000008,Devon,2020-03-26,55
E10000011,East Sussex,2020-03-26,26
E10000012,Essex,2020-03-26,130
E10000013,Gloucestershire,2020-03-26,64
E10000014,Hampshire,2020-03-26,267
E10000015,Hertfordshire,2020-03-26,170
E10000016,Kent,2020-03-26,112
E10000017,Lancashire,2020-03-26,102
E10000018,Leicestershire,2020-03-26,98
E10000019,Lincolnshire,2020-03-26,32
E10000020,Norfolk,2020-03-26,51
E10000021,Northamptonshire,2020-03-26,64
E10000023,North Yorkshire,2020-03-26,50
E10000024,Nottinghamshire,2020-03-26,109
E10000025,Oxfordshire,2020-03-26,98
E10000027,Somerset,2020-03-26,23
E10000028,Staffordshire,2020-03-26,121
E10000029,Suffolk,2020-03-26,42
E10000030,Surrey,2020-03-26,142
E10000031,Warwickshire,2020-03-26,74
E10000032,West Sussex,2020-03-26,69
E10000034,Worcestershire,2020-03-26,76
Unconfirmed,Unconfirmed,2020-03-27,516
E06000001,Hartlepool,2020-03-27,6
E06000002,Middlesbrough,2020-03-27,17
E06000003,Redcar and Cleveland,2020-03-27,13
E06000004,Stockton-on-Tees,2020-03-27,24
E06000005,Darlington,2020-03-27,11
E06000006,Halton,2020-03-27,10
E06000007,Warrington,2020-03-27,15
E06000008,Blackburn with Darwen,2020-03-27,7
E06000009,Blackpool,2020-03-27,9
E06000010,"Kingston upon Hull, City of",2020-03-27,5
E06000011,East Riding of Yorkshire,2020-03-27,23
E06000012,North East Lincolnshire,2020-03-27,5
E06000013,North Lincolnshire,2020-03-27,6
E06000014,York,2020-03-27,17
E06000015,Derby,2020-03-27,77
E06000016,Leicester,2020-03-27,61
E06000017,Rutland,2020-03-27,0
E06000018,Nottingham,2020-03-27,79
E06000019,"Herefordshire, County of",2020-03-27,23
E06000020,Telford and Wrekin,2020-03-27,21
E06000021,Stoke-on-Trent,2020-03-27,21
E06000022,Bath and North East Somerset,2020-03-27,26
E06000023,"Bristol, City of",2020-03-27,56
E06000024,North Somerset,2020-03-27,24
E06000025,South Gloucestershire,2020-03-27,37
E06000026,Plymouth,2020-03-27,32
E06000027,Torbay,2020-03-27,23
E06000030,Swindon,2020-03-27,16
E06000031,Peterborough,2020-03-27,11
E06000032,Luton,2020-03-27,47
E06000033,Southend-on-Sea,2020-03-27,17
E06000034,Thurrock,2020-03-27,26
E06000035,Medway,2020-03-27,48
E06000036,Bracknell Forest,2020-03-27,16
E06000037,West Berkshire,2020-03-27,32
E06000038,Reading,2020-03-27,25
E06000039,Slough,2020-03-27,59
E06000040,Windsor and Maidenhead,2020-03-27,37
E06000041,Wokingham,2020-03-27,22
E06000042,Milton Keynes,2020-03-27,58
E06000043,Brighton and Hove,2020-03-27,33
E06000044,Portsmouth,2020-03-27,50
E06000045,Southampton,2020-03-27,37
E06000046,Isle of Wight,2020-03-27,8
E06000047,County Durham,2020-03-27,56
E06000049,Cheshire East,2020-03-27,35
E06000050,Cheshire West and Chester,2020-03-27,25
E06000051,Shropshire,2020-03-27,53
E06000052,Cornwall and Isles of Scilly,2020-03-27,48
E06000054,Wiltshire,2020-03-27,54
E06000055,Bedford,2020-03-27,20
E06000056,Central Bedfordshire,2020-03-27,42
E06000057,Northumberland,2020-03-27,45
E06000058,"Bournemouth, Christchurch and Poole",2020-03-27,20
E06000059,Dorset,2020-03-27,29
E08000001,Bolton,2020-03-27,27
E08000002,Bury,2020-03-27,30
E08000003,Manchester,2020-03-27,63
E08000004,Oldham,2020-03-27,51
E08000005,Rochdale,2020-03-27,40
E08000006,Salford,2020-03-27,58
E08000007,Stockport,2020-03-27,59
E08000008,Tameside,2020-03-27,43
E08000009,Trafford,2020-03-27,53
E08000010,Wigan,2020-03-27,21
E08000011,Knowsley,2020-03-27,15
E08000012,Liverpool,2020-03-27,100
E08000013,St. Helens,2020-03-27,32
E08000014,Sefton,2020-03-27,30
E08000015,Wirral,2020-03-27,32
E08000016,Barnsley,2020-03-27,42
E08000017,Doncaster,2020-03-27,24
E08000018,Rotherham,2020-03-27,39
E08000019,Sheffield,2020-03-27,286
E08000021,Newcastle upon Tyne,2020-03-27,121
E08000022,North Tyneside,2020-03-27,36
E08000023,South Tyneside,2020-03-27,19
E08000024,Sunderland,2020-03-27,55
E08000025,Birmingham,2020-03-27,366
E08000026,Coventry,2020-03-27,47
E08000027,Dudley,2020-03-27,81
E08000028,Sandwell,2020-03-27,103
E08000029,Solihull,2020-03-27,39
E08000030,Walsall,2020-03-27,100
E08000031,Wolverhampton,2020-03-27,128
E08000032,Bradford,2020-03-27,29
E08000033,Calderdale,2020-03-27,11
E08000034,Kirklees,2020-03-27,33
E08000035,Leeds,2020-03-27,80
E08000036,Wakefield,2020-03-27,34
E08000037,Gateshead,2020-03-27,23
E09000002,Barking and Dagenham,2020-03-27,82
E09000003,Barnet,2020-03-27,115
E09000004,Bexley,2020-03-27,85
E09000005,Brent,2020-03-27,265
E09000006,Bromley,2020-03-27,188
E09000007,Camden,2020-03-27,99
E09000008,Croydon,2020-03-27,219
E09000009,Ealing,2020-03-27,209
E09000010,Enfield,2020-03-27,136
E09000011,Greenwich,2020-03-27,128
E09000012,Hackney and City of London,2020-03-27,134
E09000013,Hammersmith and Fulham,2020-03-27,112
E09000014,Haringey,2020-03-27,113
E09000015,Harrow,2020-03-27,196
E09000016,Havering,2020-03-27,82
E09000017,Hillingdon,2020-03-27,129
E09000018,Hounslow,2020-03-27,126
E09000019,Islington,2020-03-27,120
E09000020,Kensington and Chelsea,2020-03-27,116
E09000021,Kingston upon Thames,2020-03-27,52
E09000022,Lambeth,2020-03-27,276
E09000023,Lewisham,2020-03-27,158
E09000024,Merton,2020-03-27,128
E09000025,Newham,2020-03-27,148
E09000026,Redbridge,2020-03-27,115
E09000027,Richmond upon Thames,2020-03-27,68
E09000028,Southwark,2020-03-27,290
E09000029,Sutton,2020-03-27,69
E09000030,Tower Hamlets,2020-03-27,129
E09000031,Waltham Forest,2020-03-27,130
E09000032,Wandsworth,2020-03-27,228
E09000033,Westminster,2020-03-27,189
E10000002,Buckinghamshire,2020-03-27,106
E10000003,Cambridgeshire,2020-03-27,68
E10000006,Cumbria,2020-03-27,211
E10000007,Derbyshire,2020-03-27,170
E10000008,Devon,2020-03-27,65
E10000011,East Sussex,2020-03-27,39
E10000012,Essex,2020-03-27,166
E10000013,Gloucestershire,2020-03-27,78
E10000014,Hampshire,2020-03-27,317
E10000015,Hertfordshire,2020-03-27,206
E10000016,Kent,2020-03-27,182
E10000017,Lancashire,2020-03-27,141
E10000018,Leicestershire,2020-03-27,128
E10000019,Lincolnshire,2020-03-27,39
E10000020,Norfolk,2020-03-27,70
E10000021,Northamptonshire,2020-03-27,86
E10000023,North Yorkshire,2020-03-27,69
E10000024,Nottinghamshire,2020-03-27,135
E10000025,Oxfordshire,2020-03-27,113
E10000027,Somerset,2020-03-27,25
E10000028,Staffordshire,2020-03-27,145
E10000029,Suffolk,2020-03-27,61
E10000030,Surrey,2020-03-27,271
E10000031,Warwickshire,2020-03-27,101
E10000032,West Sussex,2020-03-27,86
E10000034,Worcestershire,2020-03-27,93
Unconfirmed,Unconfirmed,2020-03-28,563
E06000001,Hartlepool,2020-03-28,7
E06000002,Middlesbrough,2020-03-28,19
E06000003,Redcar and Cleveland,2020-03-28,15
E06000004,Stockton-on-Tees,2020-03-28,29
E06000005,Darlington,2020-03-28,14
E06000006,Halton,2020-03-28,12
E06000007,Warrington,2020-03-28,19
E06000008,Blackburn with Darwen,2020-03-28,10
E06000009,Blackpool,2020-03-28,10
E06000010,"Kingston upon Hull, City of",2020-03-28,5
E06000011,East Riding of Yorkshire,2020-03-28,26
E06000012,North East Lincolnshire,2020-03-28,8
E06000013,North Lincolnshire,2020-03-28,7
E06000014,York,2020-03-28,19
E06000015,Derby,2020-03-28,100
E06000016,Leicester,2020-03-28,65
E06000017,Rutland,2020-03-28,2
E06000018,Nottingham,2020-03-28,91
E06000019,"Herefordshire, County of",2020-03-28,25
E06000020,Telford and Wrekin,2020-03-28,23
E06000021,Stoke-on-Trent,2020-03-28,27
E06000022,Bath and North East Somerset,2020-03-28,32
E06000023,"Bristol, City of",2020-03-28,65
E06000024,North Somerset,2020-03-28,31
E06000025,South Gloucestershire,2020-03-28,49
E06000026,Plymouth,2020-03-28,39
E06000027,Torbay,2020-03-28,25
E06000030,Swindon,2020-03-28,18
E06000031,Peterborough,2020-03-28,20
E06000032,Luton,2020-03-28,53
E06000033,Southend-on-Sea,2020-03-28,23
E06000034,Thurrock,2020-03-28,33
E06000035,Medway,2020-03-28,50
E06000036,Bracknell Forest,2020-03-28,17
E06000037,West Berkshire,2020-03-28,36
E06000038,Reading,2020-03-28,27
E06000039,Slough,2020-03-28,69
E06000040,Windsor and Maidenhead,2020-03-28,44
E06000041,Wokingham,2020-03-28,23
E06000042,Milton Keynes,2020-03-28,71
E06000043,Brighton and Hove,2020-03-28,33
E06000044,Portsmouth,2020-03-28,64
E06000045,Southampton,2020-03-28,41
E06000046,Isle of Wight,2020-03-28,10
E06000047,County Durham,2020-03-28,69
E06000049,Cheshire East,2020-03-28,42
E06000050,Cheshire West and Chester,2020-03-28,31
E06000051,Shropshire,2020-03-28,56
E06000052,Cornwall and Isles of Scilly,2020-03-28,56
E06000054,Wiltshire,2020-03-28,58
E06000055,Bedford,2020-03-28,25
E06000056,Central Bedfordshire,2020-03-28,48
E06000057,Northumberland,2020-03-28,53
E06000058,"Bournemouth, Christchurch and Poole",2020-03-28,25
E06000059,Dorset,2020-03-28,30
E08000001,Bolton,2020-03-28,33
E08000002,Bury,2020-03-28,40
E08000003,Manchester,2020-03-28,76
E08000004,Oldham,2020-03-28,73
E08000005,Rochdale,2020-03-28,52
E08000006,Salford,2020-03-28,78
E08000007,Stockport,2020-03-28,66
E08000008,Tameside,2020-03-28,52
E08000009,Trafford,2020-03-28,64
E08000010,Wigan,2020-03-28,30
E08000011,Knowsley,2020-03-28,19
E08000012,Liverpool,2020-03-28,132
E08000013,St. Helens,2020-03-28,33
E08000014,Sefton,2020-03-28,35
E08000015,Wirral,2020-03-28,40
E08000016,Barnsley,2020-03-28,62
E08000017,Doncaster,2020-03-28,38
E08000018,Rotherham,2020-03-28,57
E08000019,Sheffield,2020-03-28,361
E08000021,Newcastle upon Tyne,2020-03-28,135
E08000022,North Tyneside,2020-03-28,46
E08000023,South Tyneside,2020-03-28,22
E08000024,Sunderland,2020-03-28,68
E08000025,Birmingham,2020-03-28,428
E08000026,Coventry,2020-03-28,54
E08000027,Dudley,2020-03-28,83
E08000028,Sandwell,2020-03-28,116
E08000029,Solihull,2020-03-28,54
E08000030,Walsall,2020-03-28,108
E08000031,Wolverhampton,2020-03-28,141
E08000032,Bradford,2020-03-28,37
E08000033,Calderdale,2020-03-28,15
E08000034,Kirklees,2020-03-28,38
E08000035,Leeds,2020-03-28,95
E08000036,Wakefield,2020-03-28,40
E08000037,Gateshead,2020-03-28,31
E09000002,Barking and Dagenham,2020-03-28,93
E09000003,Barnet,2020-03-28,117
E09000004,Bexley,2020-03-28,102
E09000005,Brent,2020-03-28,295
E09000006,Bromley,2020-03-28,217
E09000007,Camden,2020-03-28,115
E09000008,Croydon,2020-03-28,261
E09000009,Ealing,2020-03-28,241
E09000010,Enfield,2020-03-28,144
E09000011,Greenwich,2020-03-28,148
E09000012,Hackney and City of London,2020-03-28,151
E09000013,Hammersmith and Fulham,2020-03-28,124
E09000014,Haringey,2020-03-28,127
E09000015,Harrow,2020-03-28,225
E09000016,Havering,2020-03-28,101
E09000017,Hillingdon,2020-03-28,140
E09000018,Hounslow,2020-03-28,139
E09000019,Islington,2020-03-28,131
E09000020,Kensington and Chelsea,2020-03-28,123
E09000021,Kingston upon Thames,2020-03-28,66
E09000022,Lambeth,2020-03-28,318
E09000023,Lewisham,2020-03-28,188
E09000024,Merton,2020-03-28,141
E09000025,Newham,2020-03-28,195
E09000026,Redbridge,2020-03-28,128
E09000027,Richmond upon Thames,2020-03-28,83
E09000028,Southwark,2020-03-28,319
E09000029,Sutton,2020-03-28,82
E09000030,Tower Hamlets,2020-03-28,160
E09000031,Waltham Forest,2020-03-28,154
E09000032,Wandsworth,2020-03-28,265
E09000033,Westminster,2020-03-28,206
E10000002,Buckinghamshire,2020-03-28,115
E10000003,Cambridgeshire,2020-03-28,85
E10000006,Cumbria,2020-03-28,238
E10000007,Derbyshire,2020-03-28,194
E10000008,Devon,2020-03-28,84
E10000011,East Sussex,2020-03-28,43
E10000012,Essex,2020-03-28,213
E10000013,Gloucestershire,2020-03-28,105
E10000014,Hampshire,2020-03-28,384
E10000015,Hertfordshire,2020-03-28,262
E10000016,Kent,2020-03-28,230
E10000017,Lancashire,2020-03-28,167
E10000018,Leicestershire,2020-03-28,136
E10000019,Lincolnshire,2020-03-28,53
E10000020,Norfolk,2020-03-28,90
E10000021,Northamptonshire,2020-03-28,106
E10000023,North Yorkshire,2020-03-28,75
E10000024,Nottinghamshire,2020-03-28,177
E10000025,Oxfordshire,2020-03-28,121
E10000027,Somerset,2020-03-28,31
E10000028,Staffordshire,2020-03-28,186
E10000029,Suffolk,2020-03-28,74
E10000030,Surrey,2020-03-28,314
E10000031,Warwickshire,2020-03-28,113
E10000032,West Sussex,2020-03-28,110
E10000034,Worcestershire,2020-03-28,108
Unconfirmed,Unconfirmed,2020-03-29,619
E06000001,Hartlepool,2020-03-29,11
E06000002,Middlesbrough,2020-03-29,26
E06000003,Redcar and Cleveland,2020-03-29,25
E06000004,Stockton-on-Tees,2020-03-29,34
E06000005,Darlington,2020-03-29,15
E06000006,Halton,2020-03-29,16
E06000007,Warrington,2020-03-29,21
E06000008,Blackburn with Darwen,2020-03-29,12
E06000009,Blackpool,2020-03-29,10
E06000010,"Kingston upon Hull, City of",2020-03-29,9
E06000011,East Riding of Yorkshire,2020-03-29,31
E06000012,North East Lincolnshire,2020-03-29,16
E06000013,North Lincolnshire,2020-03-29,13
E06000014,York,2020-03-29,21
E06000015,Derby,2020-03-29,105
E06000016,Leicester,2020-03-29,65
E06000017,Rutland,2020-03-29,2
E06000018,Nottingham,2020-03-29,97
E06000019,"Herefordshire, County of",2020-03-29,25
E06000020,Telford and Wrekin,2020-03-29,34
E06000021,Stoke-on-Trent,2020-03-29,28
E06000022,Bath and North East Somerset,2020-03-29,36
E06000023,"Bristol, City of",2020-03-29,78
E06000024,North Somerset,2020-03-29,32
E06000025,South Gloucestershire,2020-03-29,53
E06000026,Plymouth,2020-03-29,42
E06000027,Torbay,2020-03-29,30
E06000030,Swindon,2020-03-29,26
E06000031,Peterborough,2020-03-29,21
E06000032,Luton,2020-03-29,63
E06000033,Southend-on-Sea,2020-03-29,24
E06000034,Thurrock,2020-03-29,37
E06000035,Medway,2020-03-29,57
E06000036,Bracknell Forest,2020-03-29,19
E06000037,West Berkshire,2020-03-29,40
E06000038,Reading,2020-03-29,27
E06000039,Slough,2020-03-29,73
E06000040,Windsor and Maidenhead,2020-03-29,48
E06000041,Wokingham,2020-03-29,23
E06000042,Milton Keynes,2020-03-29,82
E06000043,Brighton and Hove,2020-03-29,33
E06000044,Portsmouth,2020-03-29,70
E06000045,Southampton,2020-03-29,43
E06000046,Isle of Wight,2020-03-29,10
E06000047,County Durham,2020-03-29,81
E06000049,Cheshire East,2020-03-29,54
E06000050,Cheshire West and Chester,2020-03-29,34
E06000051,Shropshire,2020-03-29,67
E06000052,Cornwall and Isles of Scilly,2020-03-29,64
E06000054,Wiltshire,2020-03-29,67
E06000055,Bedford,2020-03-29,32
E06000056,Central Bedfordshire,2020-03-29,56
E06000057,Northumberland,2020-03-29,61
E06000058,"Bournemouth, Christchurch and Poole",2020-03-29,34
E06000059,Dorset,2020-03-29,36
E08000001,Bolton,2020-03-29,42
E08000002,Bury,2020-03-29,55
E08000003,Manchester,2020-03-29,91
E08000004,Oldham,2020-03-29,82
E08000005,Rochdale,2020-03-29,65
E08000006,Salford,2020-03-29,92
E08000007,Stockport,2020-03-29,79
E08000008,Tameside,2020-03-29,58
E08000009,Trafford,2020-03-29,77
E08000010,Wigan,2020-03-29,39
E08000011,Knowsley,2020-03-29,26
E08000012,Liverpool,2020-03-29,157
E08000013,St. Helens,2020-03-29,39
E08000014,Sefton,2020-03-29,45
E08000015,Wirral,2020-03-29,44
E08000016,Barnsley,2020-03-29,70
E08000017,Doncaster,2020-03-29,44
E08000018,Rotherham,2020-03-29,60
E08000019,Sheffield,2020-03-29,387
E08000021,Newcastle upon Tyne,2020-03-29,155
E08000022,North Tyneside,2020-03-29,62
E08000023,South Tyneside,2020-03-29,27
E08000024,Sunderland,2020-03-29,76
E08000025,Birmingham,2020-03-29,513
E08000026,Coventry,2020-03-29,79
E08000027,Dudley,2020-03-29,122
E08000028,Sandwell,2020-03-29,138
E08000029,Solihull,2020-03-29,74
E08000030,Walsall,2020-03-29,125
E08000031,Wolverhampton,2020-03-29,153
E08000032,Bradford,2020-03-29,46
E08000033,Calderdale,2020-03-29,29
E08000034,Kirklees,2020-03-29,60
E08000035,Leeds,2020-03-29,113
E08000036,Wakefield,2020-03-29,54
E08000037,Gateshead,2020-03-29,44
E09000002,Barking and Dagenham,2020-03-29,100
E09000003,Barnet,2020-03-29,119
E09000004,Bexley,2020-03-29,119
E09000005,Brent,2020-03-29,321
E09000006,Bromley,2020-03-29,268
E09000007,Camden,2020-03-29,119
E09000008,Croydon,2020-03-29,289
E09000009,Ealing,2020-03-29,265
E09000010,Enfield,2020-03-29,151
E09000011,Greenwich,2020-03-29,168
E09000012,Hackney and City of London,2020-03-29,177
E09000013,Hammersmith and Fulham,2020-03-29,144
E09000014,Haringey,2020-03-29,141
E09000015,Harrow,2020-03-29,251
E09000016,Havering,2020-03-29,105
E09000017,Hillingdon,2020-03-29,163
E09000018,Hounslow,2020-03-29,152
E09000019,Islington,2020-03-29,141
E09000020,Kensington and Chelsea,2020-03-29,141
E09000021,Kingston upon Thames,2020-03-29,82
E09000022,Lambeth,2020-03-29,358
E09000023,Lewisham,2020-03-29,218
E09000024,Merton,2020-03-29,161
E09000025,Newham,2020-03-29,230
E09000026,Redbridge,2020-03-29,143
E09000027,Richmond upon Thames,2020-03-29,94
E09000028,Southwark,2020-03-29,365
E09000029,Sutton,2020-03-29,93
E09000030,Tower Hamlets,2020-03-29,184
E09000031,Waltham Forest,2020-03-29,182
E09000032,Wandsworth,2020-03-29,287
E09000033,Westminster,2020-03-29,226
E10000002,Buckinghamshire,2020-03-29,128
E10000003,Cambridgeshire,2020-03-29,100
E10000006,Cumbria,2020-03-29,292
E10000007,Derbyshire,2020-03-29,210
E10000008,Devon,2020-03-29,91
E10000011,East Sussex,2020-03-29,44
E10000012,Essex,2020-03-29,244
E10000013,Gloucestershire,2020-03-29,107
E10000014,Hampshire,2020-03-29,432
E10000015,Hertfordshire,2020-03-29,282
E10000016,Kent,2020-03-29,253
E10000017,Lancashire,2020-03-29,231
E10000018,Leicestershire,2020-03-29,141
E10000019,Lincolnshire,2020-03-29,72
E10000020,Norfolk,2020-03-29,107
E10000021,Northamptonshire,2020-03-29,126
E10000023,North Yorkshire,2020-03-29,88
E10000024,Nottinghamshire,2020-03-29,193
E10000025,Oxfordshire,2020-03-29,140
E10000027,Somerset,2020-03-29,36
E10000028,Staffordshire,2020-03-29,212
E10000029,Suffolk,2020-03-29,87
E10000030,Surrey,2020-03-29,338
E10000031,Warwickshire,2020-03-29,127
E10000032,West Sussex,2020-03-29,113
E10000034,Worcestershire,2020-03-29,126
Unconfirmed,Unconfirmed,2020-03-30,693
E06000001,Hartlepool,2020-03-30,12
E06000002,Middlesbrough,2020-03-30,33
E06000003,Redcar and Cleveland,2020-03-30,34
E06000004,Stockton-on-Tees,2020-03-30,43
E06000005,Darlington,2020-03-30,16
E06000006,Halton,2020-03-30,19
E06000007,Warrington,2020-03-30,22
E06000008,Blackburn with Darwen,2020-03-30,14
E06000009,Blackpool,2020-03-30,18
E06000010,"Kingston upon Hull, City of",2020-03-30,11
E06000011,East Riding of Yorkshire,2020-03-30,35
E06000012,North East Lincolnshire,2020-03-30,20
E06000013,North Lincolnshire,2020-03-30,15
E06000014,York,2020-03-30,30
E06000015,Derby,2020-03-30,118
E06000016,Leicester,2020-03-30,65
E06000017,Rutland,2020-03-30,2
E06000018,Nottingham,2020-03-30,99
E06000019,"Herefordshire, County of",2020-03-30,25
E06000020,Telford and Wrekin,2020-03-30,40
E06000021,Stoke-on-Trent,2020-03-30,33
E06000022,Bath and North East Somerset,2020-03-30,39
E06000023,"Bristol, City of",2020-03-30,92
E06000024,North Somerset,2020-03-30,36
E06000025,South Gloucestershire,2020-03-30,58
E06000026,Plymouth,2020-03-30,44
E06000027,Torbay,2020-03-30,35
E06000030,Swindon,2020-03-30,28
E06000031,Peterborough,2020-03-30,24
E06000032,Luton,2020-03-30,69
E06000033,Southend-on-Sea,2020-03-30,31
E06000034,Thurrock,2020-03-30,41
E06000035,Medway,2020-03-30,72
E06000036,Bracknell Forest,2020-03-30,21
E06000037,West Berkshire,2020-03-30,41
E06000038,Reading,2020-03-30,28
E06000039,Slough,2020-03-30,73
E06000040,Windsor and Maidenhead,2020-03-30,48
E06000041,Wokingham,2020-03-30,23
E06000042,Milton Keynes,2020-03-30,94
E06000043,Brighton and Hove,2020-03-30,33
E06000044,Portsmouth,2020-03-30,72
E06000045,Southampton,2020-03-30,68
E06000046,Isle of Wight,2020-03-30,11
E06000047,County Durham,2020-03-30,100
E06000049,Cheshire East,2020-03-30,61
E06000050,Cheshire West and Chester,2020-03-30,45
E06000051,Shropshire,2020-03-30,78
E06000052,Cornwall and Isles of Scilly,2020-03-30,69
E06000054,Wiltshire,2020-03-30,76
E06000055,Bedford,2020-03-30,34
E06000056,Central Bedfordshire,2020-03-30,60
E06000057,Northumberland,2020-03-30,67
E06000058,"Bournemouth, Christchurch and Poole",2020-03-30,39
E06000059,Dorset,2020-03-30,45
E08000001,Bolton,2020-03-30,47
E08000002,Bury,2020-03-30,59
E08000003,Manchester,2020-03-30,109
E08000004,Oldham,2020-03-30,101
E08000005,Rochdale,2020-03-30,78
E08000006,Salford,2020-03-30,104
E08000007,Stockport,2020-03-30,93
E08000008,Tameside,2020-03-30,62
E08000009,Trafford,2020-03-30,86
E08000010,Wigan,2020-03-30,53
E08000011,Knowsley,2020-03-30,34
E08000012,Liverpool,2020-03-30,197
E08000013,St. Helens,2020-03-30,49
E08000014,Sefton,2020-03-30,57
E08000015,Wirral,2020-03-30,56
E08000016,Barnsley,2020-03-30,79
E08000017,Doncaster,2020-03-30,49
E08000018,Rotherham,2020-03-30,70
E08000019,Sheffield,2020-03-30,428
E08000021,Newcastle upon Tyne,2020-03-30,186
E08000022,North Tyneside,2020-03-30,71
E08000023,South Tyneside,2020-03-30,31
E08000024,Sunderland,2020-03-30,86
E08000025,Birmingham,2020-03-30,578
E08000026,Coventry,2020-03-30,101
E08000027,Dudley,2020-03-30,136
E08000028,Sandwell,2020-03-30,144
E08000029,Solihull,2020-03-30,87
E08000030,Walsall,2020-03-30,151
E08000031,Wolverhampton,2020-03-30,175
E08000032,Bradford,2020-03-30,63
E08000033,Calderdale,2020-03-30,39
E08000034,Kirklees,2020-03-30,72
E08000035,Leeds,2020-03-30,129
E08000036,Wakefield,2020-03-30,62
E08000037,Gateshead,2020-03-30,52
E09000002,Barking and Dagenham,2020-03-30,115
E09000003,Barnet,2020-03-30,124
E09000004,Bexley,2020-03-30,130
E09000005,Brent,2020-03-30,359
E09000006,Bromley,2020-03-30,277
E09000007,Camden,2020-03-30,127
E09000008,Croydon,2020-03-30,313
E09000009,Ealing,2020-03-30,304
E09000010,Enfield,2020-03-30,164
E09000011,Greenwich,2020-03-30,185
E09000012,Hackney and City of London,2020-03-30,189
E09000013,Hammersmith and Fulham,2020-03-30,158
E09000014,Haringey,2020-03-30,151
E09000015,Harrow,2020-03-30,283
E09000016,Havering,2020-03-30,118
E09000017,Hillingdon,2020-03-30,192
E09000018,Hounslow,2020-03-30,184
E09000019,Islington,2020-03-30,152
E09000020,Kensington and Chelsea,2020-03-30,170
E09000021,Kingston upon Thames,2020-03-30,92
E09000022,Lambeth,2020-03-30,366
E09000023,Lewisham,2020-03-30,248
E09000024,Merton,2020-03-30,172
E09000025,Newham,2020-03-30,250
E09000026,Redbridge,2020-03-30,161
E09000027,Richmond upon Thames,2020-03-30,112
E09000028,Southwark,2020-03-30,368
E09000029,Sutton,2020-03-30,111
